versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,velocidadVehiculo,aceleracionVehiculo
E.1.0.0,586461,PB,Z374012,H617,No Disponible,2024-07-25 10:18:40.016,2024-07-25 10:18:40.346,T,4.609003,-74.074472,1,3,False,2,0.0,0.0
E.1.0.0,588942,PB,Z374012,A617,No Disponible,2024-07-25 17:46:00.012,2024-07-25 17:46:00.602,T,4.602219,-74.060064,1,3,False,2,0.0,0.0
E.1.0.0,586820,PB,Z374012,H617,No Disponible,2024-07-25 11:24:40.026,2024-07-25 11:24:40.146,T,4.590275,-74.141919,1,3,False,2,0.0,0.0
E.1.0.0,584490,PB,Z374012,No Disponible,No Disponible,2024-07-25 01:38:20.016,2024-07-25 01:38:20.116,T,4.592975,-74.181750,1,3,False,2,0.0,0.0
E.1.0.0,586339,PB,Z374012,A617,No Disponible,2024-07-25 09:55:00.036,2024-07-25 09:55:00.237,T,4.596233,-74.067867,1,3,False,2,38.105,0.361
E.1.0.0,584642,PB,Z374012,A617,No Disponible,2024-07-25 05:10:40.016,2024-07-25 05:10:40.237,T,4.592564,-74.180703,1,3,False,2,3.688,0.96
E.1.0.0,584161,PB,Z374012,No Disponible,No Disponible,2024-07-25 00:16:40.016,2024-07-25 00:16:40.287,T,4.592975,-74.181750,1,3,False,2,0.0,0.0
E.1.0.0,588580,PB,Z374012,A617,No Disponible,2024-07-25 16:46:20.036,2024-07-25 16:46:20.126,T,4.588200,-74.150136,1,3,False,2,10.336,0.27
E.1.0.0,587136,PB,Z374012,A617,No Disponible,2024-07-25 12:21:20.002,2024-07-25 12:21:20.151,T,4.592511,-74.181228,1,3,False,2,0.0,0.0
E.1.0.0,584390,PB,Z374012,No Disponible,No Disponible,2024-07-25 01:13:20.026,2024-07-25 01:13:20.107,T,4.592975,-74.181750,1,3,False,2,0.0,0.0
E.1.0.0,588928,PB,Z374012,A617,No Disponible,2024-07-25 17:43:20.296,2024-07-25 17:43:20.562,T,4.595092,-74.067569,1,3,False,2,0.0,0.0
E.1.0.0,587010,PB,Z374012,H617,No Disponible,2024-07-25 11:56:00.272,2024-07-25 11:56:00.606,T,4.592511,-74.181228,1,3,False,2,0.0,0.0
E.1.0.0,587798,PB,Z374012,H617,No Disponible,2024-07-25 14:24:40.026,2024-07-25 14:24:40.076,T,4.603883,-74.069394,1,3,False,2,0.0,0.0
E.1.0.0,586565,PB,Z374012,H617,No Disponible,2024-07-25 10:39:00.026,2024-07-25 10:39:00.436,T,4.592794,-74.081189,1,3,False,2,2.5,0.076
E.1.0.0,586218,PB,Z374012,A617,No Disponible,2024-07-25 09:33:20.036,2024-07-25 09:33:20.186,T,4.584225,-74.093050,1,3,False,2,5.266,-0.364
E.1.0.0,586352,PB,Z374012,A617,No Disponible,2024-07-25 09:57:40.037,2024-07-25 09:57:40.436,T,4.603150,-74.061992,1,3,False,2,0.0,0.0
E.1.0.0,590057,PB,Z374012,No Disponible,No Disponible,2024-07-25 21:28:20.026,2024-07-25 21:28:20.107,T,4.592994,-74.181689,1,3,False,2,0.0,0.0
E.1.0.0,588213,PB,Z374012,H617,No Disponible,2024-07-25 15:37:20.222,2024-07-25 15:37:20.385,T,4.588719,-74.153653,1,3,False,2,7.199,0.278
E.1.0.0,586300,PB,Z374012,A617,No Disponible,2024-07-25 09:47:40.016,2024-07-25 09:47:40.216,T,4.590306,-74.078533,1,3,False,2,16.957,-0.399
E.1.0.0,589546,PB,Z374012,H617,No Disponible,2024-07-25 19:30:40.035,2024-07-25 19:30:40.075,T,4.588469,-74.164722,1,3,False,2,7.969,-0.097
E.1.0.0,589192,PB,Z374012,H617,No Disponible,2024-07-25 18:30:00.006,2024-07-25 18:30:00.266,T,4.584314,-74.088389,1,3,False,2,40.621,0.077
E.1.0.0,589707,PB,Z374012,No Disponible,No Disponible,2024-07-25 20:01:00.016,2024-07-25 20:01:00.456,T,4.592994,-74.181689,1,3,False,2,0.0,0.0
E.1.0.0,584254,PB,Z374012,No Disponible,No Disponible,2024-07-25 00:39:20.016,2024-07-25 00:39:20.286,T,4.592975,-74.181750,1,3,False,2,0.0,0.0
E.1.0.0,588403,PB,Z374012,H617,No Disponible,2024-07-25 16:13:40.147,2024-07-25 16:13:40.406,T,4.592603,-74.180894,1,3,False,2,0.0,0.0
E.1.0.0,585217,PB,Z374012,A617,No Disponible,2024-07-25 06:45:20.026,2024-07-25 06:45:20.327,T,4.609694,-74.073678,1,3,False,2,0.0,0.0
E.1.0.0,587201,PB,Z374012,A617,No Disponible,2024-07-25 12:33:40.016,2024-07-25 12:33:40.516,T,4.587997,-74.167175,1,3,False,2,0.0,0.0
E.1.0.0,586730,PB,Z374012,H617,No Disponible,2024-07-25 11:08:20.007,2024-07-25 11:08:20.206,T,4.589467,-74.120711,1,3,False,2,43.746,0.196
E.1.0.0,589559,PB,Z374012,H617,No Disponible,2024-07-25 19:33:40.016,2024-07-25 19:33:40.556,T,4.588019,-74.166119,1,3,False,2,0.0,0.0
E.1.0.0,589637,PB,Z374012,H617,No Disponible,2024-07-25 19:47:40.016,2024-07-25 19:47:40.536,T,4.592656,-74.180700,1,3,False,2,0.0,0.0
E.1.0.0,585812,PB,Z374012,H617,No Disponible,2024-07-25 08:28:00.341,2024-07-25 08:28:00.376,T,4.592628,-74.181006,1,3,False,2,0.0,0.0
E.1.0.0,587375,PB,Z374012,A617,No Disponible,2024-07-25 13:02:40.016,2024-07-25 13:02:40.156,T,4.594239,-74.134839,1,3,False,2,29.531,0.619
E.1.0.0,589333,PB,Z374012,H617,No Disponible,2024-07-25 18:53:20.016,2024-07-25 18:53:20.326,T,4.589814,-74.123056,1,3,False,2,0.0,0.0
E.1.0.0,587941,PB,Z374012,H617,No Disponible,2024-07-25 14:51:00.016,2024-07-25 14:51:00.227,T,4.585267,-74.094003,1,3,False,2,0.0,0.0
E.1.0.0,589075,PB,Z374012,H617,No Disponible,2024-07-25 18:08:40.036,2024-07-25 18:08:40.286,T,4.603069,-74.063836,1,3,False,2,26.035,0.099
E.1.0.0,586644,PB,Z374012,H617,No Disponible,2024-07-25 10:54:20.006,2024-07-25 10:54:20.026,T,4.586675,-74.097792,1,3,False,2,24.957,0.502
E.1.0.0,587029,PB,Z374012,H617,No Disponible,2024-07-25 12:00:40.025,2024-07-25 12:00:40.375,T,4.592511,-74.181228,1,3,False,2,0.0,0.0
E.1.0.0,585473,PB,Z374012,H617,No Disponible,2024-07-25 07:29:40.006,2024-07-25 07:29:40.097,T,4.583808,-74.104500,1,3,False,2,13.691,-0.312
E.1.0.0,588119,PB,Z374012,H617,No Disponible,2024-07-25 15:19:40.026,2024-07-25 15:19:40.406,T,4.595111,-74.137339,1,3,False,2,0.0,0.0
E.1.0.0,588467,PB,Z374012,A617,No Disponible,2024-07-25 16:26:00.035,2024-07-25 16:26:00.116,T,4.591919,-74.172628,1,3,False,2,26.816,2.001
E.1.0.0,584124,PB,Z374012,No Disponible,No Disponible,2024-07-25 00:07:40.036,2024-07-25 00:07:40.207,T,4.592975,-74.181750,1,3,False,2,0.0,0.0
E.1.0.0,588496,PB,Z374012,A617,No Disponible,2024-07-25 16:30:40.026,2024-07-25 16:30:40.296,T,4.588453,-74.167292,1,3,False,2,4.434,-0.201
E.1.0.0,588826,PB,Z374012,A617,No Disponible,2024-07-25 17:26:00.006,2024-07-25 17:26:00.156,T,4.582419,-74.090697,1,3,False,2,0.0,0.0
E.1.0.0,588732,PB,Z374012,A617,No Disponible,2024-07-25 17:11:00.027,2024-07-25 17:11:00.157,T,4.585333,-74.105950,1,3,False,2,21.594,0.321
E.1.0.0,586393,PB,Z374012,A617,No Disponible,2024-07-25 10:04:40.017,2024-07-25 10:04:40.207,T,4.604094,-74.069531,1,3,False,2,0.0,0.0
E.1.0.0,586522,PB,Z374012,H617,No Disponible,2024-07-25 10:31:00.037,2024-07-25 10:32:22.753,T,4.596136,-74.066897,1,3,True,2,47.145,-0.161
E.1.0.0,586851,PB,Z374012,H617,No Disponible,2024-07-25 11:29:20.026,2024-07-25 11:29:20.166,T,4.588450,-74.150400,1,3,False,2,5.363,-0.027
E.1.0.0,587621,PB,Z374012,A617,No Disponible,2024-07-25 13:48:20.026,2024-07-25 13:48:22.617,T,4.593967,-74.074917,1,3,False,2,15.496,0.87
E.1.0.0,588736,PB,Z374012,A617,No Disponible,2024-07-25 17:12:00.026,2024-07-25 17:12:00.657,T,4.584783,-74.105408,1,3,False,2,0.0,0.0
E.1.0.0,589350,PB,Z374012,H617,No Disponible,2024-07-25 18:56:20.016,2024-07-25 18:56:20.206,T,4.590961,-74.125742,1,3,False,2,41.531,-0.45
E.1.0.0,588404,PB,Z374012,H617,No Disponible,2024-07-25 16:14:00.046,2024-07-25 16:14:00.426,T,4.592603,-74.180894,1,3,False,2,0.0,0.0
E.1.0.0,588096,PB,Z374012,H617,No Disponible,2024-07-25 15:15:20.016,2024-07-25 15:15:20.247,T,4.590025,-74.124161,1,3,False,2,23.457,0.787
E.1.0.0,588531,PB,Z374012,A617,No Disponible,2024-07-25 16:37:20.026,2024-07-25 16:37:20.267,T,4.587992,-74.158642,1,3,False,2,8.785,0.05
E.1.0.0,588603,PB,Z374012,A617,No Disponible,2024-07-25 16:49:40.036,2024-07-25 16:49:40.276,T,4.589175,-74.145367,1,3,False,2,10.352,-1.557
E.1.0.0,589419,PB,Z374012,H617,No Disponible,2024-07-25 19:08:40.006,2024-07-25 19:08:40.206,T,4.590253,-74.141853,1,3,False,2,0.0,0.0
E.1.0.0,584166,PB,Z374012,No Disponible,No Disponible,2024-07-25 00:18:00.026,2024-07-25 00:18:00.156,T,4.592975,-74.181750,1,3,False,2,0.0,0.0
E.1.0.0,586088,PB,Z374012,A617,No Disponible,2024-07-25 09:12:00.016,2024-07-25 09:12:00.186,T,4.594053,-74.133958,1,3,False,2,40.23,0.384
E.1.0.0,584789,PB,Z374012,A617,No Disponible,2024-07-25 05:33:40.016,2024-07-25 05:33:40.137,T,4.588347,-74.154022,1,3,False,2,34.352,-0.078
E.1.0.0,585051,PB,Z374012,A617,No Disponible,2024-07-25 06:15:40.006,2024-07-25 06:15:40.426,T,4.588819,-74.085072,1,3,False,2,19.414,0.194
E.1.0.0,588230,PB,Z374012,H617,No Disponible,2024-07-25 15:39:40.016,2024-07-25 15:39:40.836,T,4.589867,-74.157336,1,3,False,2,24.801,-0.339
E.1.0.0,585341,PB,Z374012,H617,No Disponible,2024-07-25 07:08:00.006,2024-07-25 07:08:00.176,T,4.590119,-74.077036,1,3,False,2,0.0,0.0
E.1.0.0,588256,PB,Z374012,H617,No Disponible,2024-07-25 15:44:40.016,2024-07-25 15:44:40.276,T,4.589667,-74.161308,1,3,False,2,0.0,0.0
E.1.0.0,589243,PB,Z374012,H617,No Disponible,2024-07-25 18:38:40.016,2024-07-25 18:38:40.346,T,4.586603,-74.099878,1,3,False,2,33.059,-0.172
E.1.0.0,589652,PB,Z374012,No Disponible,No Disponible,2024-07-25 19:50:20.045,2024-07-25 19:50:20.066,T,4.592656,-74.180700,1,3,False,2,0.0,0.0
E.1.0.0,588328,PB,Z374012,H617,No Disponible,2024-07-25 15:58:20.016,2024-07-25 15:58:20.096,T,4.594608,-74.177575,1,3,False,2,18.195,1.424
E.1.0.0,589875,PB,Z374012,No Disponible,No Disponible,2024-07-25 20:43:00.016,2024-07-25 20:43:00.106,T,4.592994,-74.181689,1,3,False,2,0.0,0.0
E.1.0.0,587204,PB,Z374012,A617,No Disponible,2024-07-25 12:34:20.036,2024-07-25 12:34:20.307,T,4.587622,-74.167061,1,3,False,2,8.027,-0.257
E.1.0.0,589519,PB,Z374012,H617,No Disponible,2024-07-25 19:26:00.019,2024-07-25 19:26:00.146,T,4.589717,-74.161364,1,3,False,2,0.0,0.0
E.1.0.0,585659,PB,Z374012,H617,No Disponible,2024-07-25 07:59:20.026,2024-07-25 07:59:20.486,T,4.588958,-74.153258,1,3,False,2,18.109,0.265
E.1.0.0,586682,PB,Z374012,H617,No Disponible,2024-07-25 11:01:00.030,2024-07-25 11:01:00.500,T,4.583864,-74.104544,1,3,False,2,0.0,0.0
E.1.0.0,587065,PB,Z374012,H617,No Disponible,2024-07-25 12:09:00.035,2024-07-25 12:09:00.225,T,4.592511,-74.181228,1,3,False,2,0.0,0.0
E.1.0.0,587074,PB,Z374012,H617,No Disponible,2024-07-25 12:10:20.051,2024-07-25 12:10:20.643,T,4.592511,-74.181228,1,3,False,2,0.0,0.0
E.1.0.0,589123,PB,Z374012,H617,No Disponible,2024-07-25 18:16:40.017,2024-07-25 18:16:40.187,T,4.593825,-74.074228,1,3,False,2,20.723,0.53
E.1.0.0,586201,PB,Z374012,A617,No Disponible,2024-07-25 09:29:40.316,2024-07-25 09:29:40.492,T,4.586667,-74.098842,1,3,False,2,0.0,0.0
E.1.0.0,585984,PB,Z374012,A617,No Disponible,2024-07-25 08:54:20.020,2024-07-25 08:54:20.150,T,4.589478,-74.152517,1,3,False,2,2.57,0.95
E.1.0.0,585371,PB,Z374012,H617,No Disponible,2024-07-25 07:13:00.016,2024-07-25 07:13:00.056,T,4.590128,-74.084519,1,3,False,2,24.16,-0.936
E.1.0.0,587412,PB,Z374012,A617,No Disponible,2024-07-25 13:10:20.016,2024-07-25 13:10:20.116,T,4.588944,-74.109236,1,3,False,2,0.0,0.0
E.1.0.0,590023,PB,Z374012,No Disponible,No Disponible,2024-07-25 21:20:00.026,2024-07-25 21:20:00.236,T,4.592994,-74.181689,1,3,False,2,0.0,0.0
E.1.0.0,584578,PB,Z374012,No Disponible,No Disponible,2024-07-25 02:00:20.026,2024-07-25 02:00:20.156,T,4.592975,-74.181750,1,3,False,2,0.0,0.0
E.1.0.0,585644,PB,Z374012,H617,No Disponible,2024-07-25 07:57:00.199,2024-07-25 07:57:00.406,T,4.588411,-74.150417,1,3,False,2,5.125,-0.287
E.1.0.0,589003,PB,Z374012,A617,No Disponible,2024-07-25 17:56:20.119,2024-07-25 17:56:20.376,T,4.608292,-74.072075,1,3,False,2,0.0,0.0
E.1.0.0,586024,PB,Z374012,A617,No Disponible,2024-07-25 09:02:00.006,2024-07-25 09:02:00.086,T,4.588103,-74.144908,1,3,False,2,0.0,0.0
E.1.0.0,584430,PB,Z374012,No Disponible,No Disponible,2024-07-25 01:23:20.006,2024-07-25 01:23:20.366,T,4.592975,-74.181750,1,3,False,2,0.0,0.0
