versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoAlarma,nivelAlarma,estadoCinturonSeguridad
E.1.0.0,374390,PB,Z374104,RET,No Disponible,2024-04-18 05:09:53.635,2024-04-18 05:09:53.736,T,4.586933,-74.147864,3,3,False,2,ALA8,N/A,False
E.1.0.0,374391,PB,Z374104,RET,No Disponible,2024-04-18 05:09:54.635,2024-04-18 05:09:55.336,T,4.586933,-74.147864,3,3,False,2,ALA8,N/A,False
E.1.0.0,374392,PB,Z374104,RET,No Disponible,2024-04-18 05:09:55.635,2024-04-18 05:09:55.876,T,4.586933,-74.147864,3,3,False,2,ALA8,N/A,False
E.1.0.0,374393,PB,Z374104,RET,No Disponible,2024-04-18 05:09:56.655,2024-04-18 05:09:56.686,T,4.586933,-74.147864,3,3,False,2,ALA8,N/A,False
E.1.0.0,374394,PB,Z374104,RET,No Disponible,2024-04-18 05:09:57.675,2024-04-18 05:09:58.316,T,4.586933,-74.147864,3,3,False,2,ALA8,N/A,False
E.1.0.0,374395,PB,Z374104,RET,No Disponible,2024-04-18 05:09:58.675,2024-04-18 05:09:59.306,T,4.586933,-74.147864,3,3,False,2,ALA8,N/A,False
E.1.0.0,374396,PB,Z374104,RET,No Disponible,2024-04-18 05:09:59.675,2024-04-18 05:10:00.616,T,4.586933,-74.147864,3,3,False,2,ALA8,N/A,False
E.1.0.0,374399,PB,Z374104,RET,No Disponible,2024-04-18 05:10:00.695,2024-04-18 05:10:01.470,T,4.587108,-74.147892,3,3,False,2,ALA8,N/A,False
E.1.0.0,374400,PB,Z374104,RET,No Disponible,2024-04-18 05:10:01.705,2024-04-18 05:10:02.141,T,4.587139,-74.147900,3,3,False,2,ALA8,N/A,False
E.1.0.0,376930,PB,Z374104,RET,No Disponible,2024-04-18 13:15:18.405,2024-04-18 13:15:18.656,T,4.586933,-74.147878,3,3,False,2,ALA8,N/A,False
E.1.0.0,376931,PB,Z374104,RET,No Disponible,2024-04-18 13:15:19.416,2024-04-18 13:15:20.256,T,4.586933,-74.147878,3,3,False,2,ALA8,N/A,False
E.1.0.0,376933,PB,Z374104,RET,No Disponible,2024-04-18 13:15:20.416,2024-04-18 13:15:21.372,T,4.586933,-74.147878,3,3,False,2,ALA8,N/A,False
