versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,velocidadVehiculo,aceleracionVehiculo
E.1.0.0,1134992,PB,Z374025,No Disponible,No Disponible,2024-07-29 23:37:20.212,2024-07-29 23:37:22.080,T,4.592364,-74.181689,1,3,False,2,0.0,0.0
E.1.0.0,1134894,PB,Z374025,No Disponible,No Disponible,2024-07-29 23:13:00.041,2024-07-29 23:13:00.197,T,4.592364,-74.181689,1,3,False,2,0.0,0.0
E.1.0.0,1133551,PB,Z374025,EM,No Disponible,2024-07-29 16:51:20.119,2024-07-29 16:51:20.160,T,4.592653,-74.182358,1,3,False,2,0.0,0.0
E.1.0.0,1133636,PB,Z374025,EM,No Disponible,2024-07-29 17:12:40.174,2024-07-29 17:12:40.711,T,4.592653,-74.182358,1,3,False,2,0.0,0.0
E.1.0.0,1134806,PB,Z374025,No Disponible,No Disponible,2024-07-29 22:51:00.003,2024-07-29 22:51:00.045,T,4.592364,-74.181689,1,3,False,2,0.0,0.0
E.1.0.0,1134288,PB,Z374025,EM,No Disponible,2024-07-29 19:55:40.226,2024-07-29 19:55:40.484,T,4.592653,-74.182358,1,3,False,2,0.0,0.0
E.1.0.0,1132230,PB,Z374025,No Disponible,No Disponible,2024-07-29 00:11:40.036,2024-07-29 00:11:40.126,T,4.592594,-74.181092,1,3,False,2,0.0,0.0
E.1.0.0,1134027,PB,Z374025,EM,No Disponible,2024-07-29 18:50:20.064,2024-07-29 18:50:20.109,T,4.592653,-74.182358,1,3,False,2,0.0,0.0
E.1.0.0,1134236,PB,Z374025,EM,No Disponible,2024-07-29 19:42:40.193,2024-07-29 19:42:41.070,T,4.592653,-74.182358,1,3,False,2,0.0,0.0
E.1.0.0,1134331,PB,Z374025,EM,No Disponible,2024-07-29 20:06:20.349,2024-07-29 20:06:20.478,T,4.592653,-74.182358,1,3,False,2,0.0,0.0
E.1.0.0,1133592,PB,Z374025,EM,No Disponible,2024-07-29 17:01:40.206,2024-07-29 17:01:40.476,T,4.592653,-74.182358,1,3,False,2,0.0,0.0
E.1.0.0,1134838,PB,Z374025,No Disponible,No Disponible,2024-07-29 22:59:00.230,2024-07-29 22:59:01.496,T,4.592364,-74.181689,1,3,False,2,0.0,0.0
E.1.0.0,1132888,PB,Z374025,No Disponible,No Disponible,2024-07-29 14:25:20.138,2024-07-29 14:25:20.278,T,4.592628,-74.182567,1,3,False,2,0.0,0.0
E.1.0.0,1132337,PB,Z374025,No Disponible,No Disponible,2024-07-29 05:36:40.026,2024-07-29 05:36:40.216,T,4.592508,-74.182364,1,3,False,2,0.0,0.0
E.1.0.0,1134597,PB,Z374025,No Disponible,No Disponible,2024-07-29 21:10:20.038,2024-07-29 21:10:20.068,T,4.592347,-74.181694,1,3,False,2,0.0,0.0
E.1.0.0,1132852,PB,Z374025,No Disponible,No Disponible,2024-07-29 14:17:20.258,2024-07-29 14:17:21.195,T,4.592628,-74.182567,1,3,False,2,0.0,0.0
E.1.0.0,1133123,PB,Z374025,No Disponible,No Disponible,2024-07-29 15:23:00.019,2024-07-29 15:23:00.614,T,4.592628,-74.182567,1,3,False,2,0.0,0.0
E.1.0.0,1134513,PB,Z374025,No Disponible,No Disponible,2024-07-29 20:50:20.106,2024-07-29 20:50:20.137,T,4.592347,-74.181694,1,3,False,2,0.0,0.0
E.1.0.0,1135052,PB,Z374025,No Disponible,No Disponible,2024-07-29 23:48:00.024,2024-07-29 23:48:00.235,T,4.592494,-74.182369,1,3,False,2,0.0,0.0
E.1.0.0,1134426,PB,Z374025,No Disponible,No Disponible,2024-07-29 20:28:40.065,2024-07-29 20:28:40.074,T,4.592347,-74.181694,1,3,False,2,0.0,0.0
E.1.0.0,1132792,PB,Z374025,No Disponible,No Disponible,2024-07-29 14:04:00.296,2024-07-29 14:04:00.440,T,4.592628,-74.182567,1,3,False,2,0.0,0.0
E.1.0.0,1132330,PB,Z374025,No Disponible,No Disponible,2024-07-29 05:35:00.016,2024-07-29 05:35:00.446,T,4.592508,-74.182364,1,3,False,2,0.0,0.0
E.1.0.0,1134537,PB,Z374025,No Disponible,No Disponible,2024-07-29 20:56:20.257,2024-07-29 20:56:20.386,T,4.592347,-74.181694,1,3,False,2,0.0,0.0
E.1.0.0,1133768,PB,Z374025,EM,No Disponible,2024-07-29 17:45:40.116,2024-07-29 17:45:40.639,T,4.592653,-74.182358,1,3,False,2,0.0,0.0
E.1.0.0,1133503,PB,Z374025,EM,No Disponible,2024-07-29 16:39:20.115,2024-07-29 16:39:22.272,T,4.592653,-74.182358,1,3,False,2,0.0,0.0
E.1.0.0,1134633,PB,Z374025,No Disponible,No Disponible,2024-07-29 22:07:40.041,2024-07-29 22:07:40.895,T,4.592364,-74.181689,1,3,False,2,0.0,0.0
