versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,28423,PB,Z374104,No Disponible,No Disponible,2024-04-25 00:36:51.724,2024-04-25 00:36:55.409,T,4.592517,-74.181628,2,3,False,2,EV18
E.1.0.0,28475,PB,Z374104,No Disponible,No Disponible,2024-04-25 01:48:38.128,2024-04-25 01:48:42.254,T,4.592444,-74.181558,2,3,False,2,EV18
E.1.0.0,28511,PB,Z374104,No Disponible,No Disponible,2024-04-25 02:50:20.974,2024-04-25 02:50:25.595,T,4.592536,-74.181483,2,3,False,2,EV18
E.1.0.0,28773,PB,Z374104,A601,No Disponible,2024-04-25 03:54:59.325,2024-04-25 03:54:59.585,T,4.592536,-74.181483,2,3,False,2,EV18
E.1.0.0,28788,PB,Z374104,A601,No Disponible,2024-04-25 03:57:21.415,2024-04-25 03:57:21.565,T,4.592536,-74.180967,2,3,False,2,EV18
E.1.0.0,29160,PB,Z374104,A601,No Disponible,2024-04-25 05:05:12.866,2024-04-25 05:05:12.926,T,4.652408,-74.061603,2,3,False,2,EV18
E.1.0.0,29533,PB,Z374104,A601,No Disponible,2024-04-25 06:17:07.226,2024-04-25 06:17:07.386,T,4.592594,-74.181103,2,3,False,2,EV18
E.1.0.0,29606,PB,Z374104,A601,No Disponible,2024-04-25 06:34:50.601,2024-04-25 06:34:50.758,T,4.592594,-74.181103,2,3,False,2,EV18
E.1.0.0,29613,PB,Z374104,TAP,No Disponible,2024-04-25 06:35:51.889,2024-04-25 06:35:53.098,T,4.592594,-74.181103,2,3,False,2,EV18
E.1.0.0,29623,PB,Z374104,TAP,No Disponible,2024-04-25 06:37:38.867,2024-04-25 06:37:39.176,T,4.592594,-74.181103,2,3,False,2,EV18
E.1.0.0,29786,PB,Z374104,TAP,No Disponible,2024-04-25 07:10:34.416,2024-04-25 07:11:20.797,T,4.563561,-74.163394,2,3,True,2,EV18
E.1.0.0,29794,PB,Z374104,TAP,No Disponible,2024-04-25 07:11:49.316,2024-04-25 07:11:49.476,T,4.563561,-74.163394,2,3,False,2,EV18
E.1.0.0,29897,PB,Z374104,TAP,No Disponible,2024-04-25 07:36:54.336,2024-04-25 07:36:54.346,T,4.563561,-74.163394,2,3,False,2,EV18
E.1.0.0,30028,PB,Z374104,TAP,No Disponible,2024-04-25 08:08:26.406,2024-04-25 08:08:26.536,T,4.563561,-74.163394,2,3,False,2,EV18
E.1.0.0,30173,PB,Z374104,TAP,No Disponible,2024-04-25 08:37:43.626,2024-04-25 08:37:43.686,T,4.592636,-74.181039,2,3,False,2,EV18
E.1.0.0,30582,PB,Z374104,TAP,No Disponible,2024-04-25 10:19:00.870,2024-04-25 10:19:03.150,T,4.592636,-74.181039,2,3,False,2,EV18
E.1.0.0,30598,PB,Z374104,TAP,No Disponible,2024-04-25 10:21:41.952,2024-04-25 10:21:42.169,T,4.592636,-74.181039,2,3,False,2,EV18
E.1.0.0,31827,PB,Z374104,H601,No Disponible,2024-04-25 13:58:58.216,2024-04-25 13:58:58.486,T,4.592678,-74.181103,2,3,False,2,EV18
E.1.0.0,31848,PB,Z374104,H601,No Disponible,2024-04-25 14:03:35.872,2024-04-25 14:03:36.042,T,4.592678,-74.181103,2,3,False,2,EV18
E.1.0.0,31860,PB,Z374104,H601,No Disponible,2024-04-25 14:05:03.550,2024-04-25 14:05:04.483,T,4.592678,-74.181103,2,3,False,2,EV18
E.1.0.0,31870,PB,Z374104,H601,No Disponible,2024-04-25 14:06:45.799,2024-04-25 14:06:46.182,T,4.592678,-74.181103,2,3,False,2,EV18
E.1.0.0,33064,PB,Z374104,H601,No Disponible,2024-04-25 17:41:01.994,2024-04-25 17:41:02.593,T,4.592653,-74.181078,2,3,False,2,EV18
E.1.0.0,33253,PB,Z374104,H601,No Disponible,2024-04-25 18:27:51.153,2024-04-25 18:27:51.393,T,4.592653,-74.181078,2,3,False,2,EV18
E.1.0.0,33693,PB,Z374104,H601,No Disponible,2024-04-25 20:17:13.952,2024-04-25 20:17:15.216,T,4.592653,-74.181078,2,3,False,2,EV18
E.1.0.0,33716,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:21:25.706,2024-04-25 20:21:25.756,T,4.592653,-74.181078,2,3,False,2,EV18
E.1.0.0,33748,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:26:37.542,2024-04-25 20:26:37.792,T,4.592561,-74.182286,2,3,False,2,EV18
E.1.0.0,33759,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:28:22.442,2024-04-25 20:28:22.532,T,4.592322,-74.181461,2,3,False,2,EV18
E.1.0.0,33769,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:30:14.906,2024-04-25 20:30:15.156,T,4.592994,-74.182550,2,3,False,2,EV18
E.1.0.0,33787,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:33:57.216,2024-04-25 20:33:57.276,T,4.592722,-74.182733,2,3,False,2,EV18
