versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,28771,PB,Z374104,A601,No Disponible,2024-04-25 03:54:48.616,2024-04-25 03:54:48.935,T,4.592536,-74.181483,2,3,False,2,EV8
E.1.0.0,28777,PB,Z374104,A601,No Disponible,2024-04-25 03:55:21.048,2024-04-25 03:55:21.717,T,4.592536,-74.181483,2,3,False,2,EV8
E.1.0.0,28796,PB,Z374104,A601,No Disponible,2024-04-25 03:59:15.816,2024-04-25 03:59:15.875,T,4.592536,-74.180967,2,3,False,2,EV8
E.1.0.0,29205,PB,Z374104,A601,No Disponible,2024-04-25 05:16:16.166,2024-04-25 05:16:16.306,T,4.652408,-74.061603,2,3,False,2,EV8
E.1.0.0,29602,PB,Z374104,A601,No Disponible,2024-04-25 06:34:07.756,2024-04-25 06:34:07.788,T,4.592594,-74.181103,2,3,False,2,EV8
E.1.0.0,29609,PB,Z374104,A601,No Disponible,2024-04-25 06:35:15.548,2024-04-25 06:35:15.918,T,4.592594,-74.181103,2,3,False,2,EV8
E.1.0.0,29614,PB,Z374104,TAP,No Disponible,2024-04-25 06:35:59.252,2024-04-25 06:35:59.298,T,4.592594,-74.181103,2,3,False,2,EV8
E.1.0.0,29625,PB,Z374104,TAP,No Disponible,2024-04-25 06:37:44.546,2024-04-25 06:37:45.146,T,4.592594,-74.181103,2,3,False,2,EV8
E.1.0.0,29788,PB,Z374104,TAP,No Disponible,2024-04-25 07:10:43.856,2024-04-25 07:11:23.076,T,4.563561,-74.163394,2,3,True,2,EV8
E.1.0.0,29889,PB,Z374104,TAP,No Disponible,2024-04-25 07:35:10.726,2024-04-25 07:35:10.746,T,4.563561,-74.163394,2,3,False,2,EV8
E.1.0.0,30022,PB,Z374104,TAP,No Disponible,2024-04-25 08:07:45.156,2024-04-25 08:07:45.416,T,4.563561,-74.163394,2,3,False,2,EV8
E.1.0.0,30030,PB,Z374104,TAP,No Disponible,2024-04-25 08:08:57.716,2024-04-25 08:08:57.786,T,4.563561,-74.163394,2,3,False,2,EV8
E.1.0.0,30579,PB,Z374104,TAP,No Disponible,2024-04-25 10:18:24.240,2024-04-25 10:18:24.911,T,4.592636,-74.181039,2,3,False,2,EV8
E.1.0.0,30592,PB,Z374104,TAP,No Disponible,2024-04-25 10:21:16.033,2024-04-25 10:21:16.149,T,4.592636,-74.181039,2,3,False,2,EV8
E.1.0.0,30601,PB,Z374104,TAP,No Disponible,2024-04-25 10:22:02.822,2024-04-25 10:22:03.429,T,4.592636,-74.181039,2,3,False,2,EV8
E.1.0.0,31847,PB,Z374104,H601,No Disponible,2024-04-25 14:03:26.054,2024-04-25 14:03:26.122,T,4.592678,-74.181103,2,3,False,2,EV8
E.1.0.0,31853,PB,Z374104,H601,No Disponible,2024-04-25 14:04:09.160,2024-04-25 14:04:09.862,T,4.592678,-74.181103,2,3,False,2,EV8
E.1.0.0,31861,PB,Z374104,H601,No Disponible,2024-04-25 14:05:09.302,2024-04-25 14:05:09.383,T,4.592678,-74.181103,2,3,False,2,EV8
E.1.0.0,31887,PB,Z374104,H601,No Disponible,2024-04-25 14:10:43.996,2024-04-25 14:10:44.070,T,4.592678,-74.181103,2,3,False,2,EV8
E.1.0.0,33251,PB,Z374104,H601,No Disponible,2024-04-25 18:27:31.344,2024-04-25 18:27:32.313,T,4.592653,-74.181078,2,3,False,2,EV8
E.1.0.0,33690,PB,Z374104,H601,No Disponible,2024-04-25 20:16:51.186,2024-04-25 20:16:51.235,T,4.592653,-74.181078,2,3,False,2,EV8
E.1.0.0,33699,PB,Z374104,H601,No Disponible,2024-04-25 20:18:18.336,2024-04-25 20:18:19.064,T,4.592653,-74.181078,2,3,False,2,EV8
E.1.0.0,33717,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:21:37.621,2024-04-25 20:21:37.736,T,4.592653,-74.181078,2,3,False,2,EV8
E.1.0.0,33753,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:27:39.542,2024-04-25 20:27:39.672,T,4.592561,-74.182286,2,3,False,2,EV8
E.1.0.0,33761,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:28:55.426,2024-04-25 20:28:55.596,T,4.592322,-74.181461,2,3,False,2,EV8
E.1.0.0,33771,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:30:24.326,2024-04-25 20:30:24.356,T,4.592994,-74.182550,2,3,False,2,EV8
E.1.0.0,33792,PB,Z374104,No Disponible,No Disponible,2024-04-25 20:34:42.796,2024-04-25 20:34:42.840,T,4.592722,-74.182733,2,3,False,2,EV8
