versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,356637,PB,Z374104,L636,No Disponible,2024-04-15 12:09:53.056,2024-04-15 12:09:54.090,T,4.588117,-74.148150,2,3,False,2,EV7
E.1.0.0,359639,PB,Z374104,EM,No Disponible,2024-04-15 21:38:47.446,2024-04-15 21:38:48.481,T,4.592678,-74.181842,2,3,False,2,EV7
