versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento,estadoAperturaCierrePuertas
E.1.0.0,49774,PB,Z374020,No Disponible,No Disponible,2024-04-16 02:30:00.227,2024-04-16 02:30:00.837,T,4.592544,-74.181847,2,3,False,2,EV2,True
E.1.0.0,50133,PB,Z374020,A617,No Disponible,2024-04-16 03:58:54.444,2024-04-16 03:58:54.684,T,4.592544,-74.181847,2,3,False,2,EV2,False
E.1.0.0,50163,PB,Z374020,A617,No Disponible,2024-04-16 04:04:14.836,2024-04-16 04:04:14.966,T,4.591883,-74.173447,2,3,False,2,EV2,True
E.1.0.0,50165,PB,Z374020,A617,No Disponible,2024-04-16 04:04:34.536,2024-04-16 04:04:34.616,T,4.591883,-74.173447,2,3,False,2,EV2,False
E.1.0.0,50175,PB,Z374020,A617,No Disponible,2024-04-16 04:06:05.406,2024-04-16 04:06:05.436,T,4.589644,-74.171367,2,3,False,2,EV2,True
E.1.0.0,50177,PB,Z374020,A617,No Disponible,2024-04-16 04:06:13.436,2024-04-16 04:06:13.486,T,4.589644,-74.171367,2,3,False,2,EV2,False
E.1.0.0,50202,PB,Z374020,A617,No Disponible,2024-04-16 04:11:19.440,2024-04-16 04:11:19.969,T,4.589228,-74.162078,2,3,False,2,EV2,True
E.1.0.0,50204,PB,Z374020,A617,No Disponible,2024-04-16 04:11:27.550,2024-04-16 04:11:28.009,T,4.589228,-74.162078,2,3,False,2,EV2,False
E.1.0.0,50238,PB,Z374020,A617,No Disponible,2024-04-16 04:18:53.563,2024-04-16 04:18:53.813,T,4.588386,-74.148894,2,3,False,2,EV2,True
E.1.0.0,50242,PB,Z374020,A617,No Disponible,2024-04-16 04:19:00.744,2024-04-16 04:19:00.894,T,4.588386,-74.148894,2,3,False,2,EV2,False
E.1.0.0,50259,PB,Z374020,A617,No Disponible,2024-04-16 04:22:24.966,2024-04-16 04:22:25.186,T,4.590517,-74.142008,2,3,False,2,EV2,True
E.1.0.0,50262,PB,Z374020,A617,No Disponible,2024-04-16 04:22:41.356,2024-04-16 04:22:41.566,T,4.590517,-74.142008,2,3,False,2,EV2,False
E.1.0.0,50288,PB,Z374020,A617,No Disponible,2024-04-16 04:27:56.266,2024-04-16 04:27:56.326,T,4.592642,-74.128369,2,3,False,2,EV2,True
E.1.0.0,50291,PB,Z374020,A617,No Disponible,2024-04-16 04:28:04.536,2024-04-16 04:28:05.057,T,4.592642,-74.128369,2,3,False,2,EV2,False
E.1.0.0,50355,PB,Z374020,A617,No Disponible,2024-04-16 04:42:36.246,2024-04-16 04:42:36.646,T,4.588883,-74.085078,2,3,False,2,EV2,True
E.1.0.0,50357,PB,Z374020,A617,No Disponible,2024-04-16 04:42:41.536,2024-04-16 04:42:42.046,T,4.588883,-74.085078,2,3,False,2,EV2,False
