versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento,estadoAperturaCierrePuertas
E.1.0.0,94515,PB,Z374020,No Disponible,No Disponible,2024-04-23 02:17:00.146,2024-04-23 02:17:00.346,T,4.592889,-74.181925,2,3,False,2,EV2,True
E.1.0.0,94984,PB,Z374020,No Disponible,No Disponible,2024-04-23 04:12:47.796,2024-04-23 04:12:48.066,T,4.592889,-74.181925,2,3,False,2,EV2,False
E.1.0.0,95059,PB,Z374020,RET,No Disponible,2024-04-23 04:29:17.137,2024-04-23 04:29:17.337,T,4.592419,-74.180189,2,3,False,2,EV2,True
E.1.0.0,95061,PB,Z374020,RET,No Disponible,2024-04-23 04:29:22.137,2024-04-23 04:29:22.297,T,4.592419,-74.180189,2,3,False,2,EV2,False
E.1.0.0,95066,PB,Z374020,RET,No Disponible,2024-04-23 04:30:12.197,2024-04-23 04:30:12.437,T,4.594464,-74.178492,2,3,False,2,EV2,True
E.1.0.0,95068,PB,Z374020,RET,No Disponible,2024-04-23 04:30:16.757,2024-04-23 04:30:16.907,T,4.594464,-74.178492,2,3,False,2,EV2,False
E.1.0.0,95194,PB,Z374020,K629,No Disponible,2024-04-23 04:58:17.836,2024-04-23 04:58:17.906,T,4.563858,-74.163489,2,3,False,2,EV2,True
E.1.0.0,95197,PB,Z374020,K629,No Disponible,2024-04-23 04:58:31.696,2024-04-23 04:58:31.816,T,4.563858,-74.163489,2,3,False,2,EV2,False
E.1.0.0,95206,PB,Z374020,K629,No Disponible,2024-04-23 05:00:08.646,2024-04-23 05:00:08.756,T,4.568253,-74.163358,2,3,False,2,EV2,True
E.1.0.0,95208,PB,Z374020,K629,No Disponible,2024-04-23 05:00:20.026,2024-04-23 05:00:20.056,T,4.568253,-74.163358,2,3,False,2,EV2,False
E.1.0.0,95214,PB,Z374020,K629,No Disponible,2024-04-23 05:01:14.876,2024-04-23 05:01:15.136,T,4.567278,-74.165125,2,3,False,2,EV2,True
E.1.0.0,95216,PB,Z374020,K629,No Disponible,2024-04-23 05:01:20.776,2024-04-23 05:01:21.076,T,4.567278,-74.165125,2,3,False,2,EV2,False
E.1.0.0,95222,PB,Z374020,K629,No Disponible,2024-04-23 05:02:06.116,2024-04-23 05:02:06.166,T,4.565167,-74.164611,2,3,False,2,EV2,True
E.1.0.0,95223,PB,Z374020,K629,No Disponible,2024-04-23 05:02:13.506,2024-04-23 05:02:13.646,T,4.565167,-74.164611,2,3,False,2,EV2,False
E.1.0.0,95229,PB,Z374020,K629,No Disponible,2024-04-23 05:03:05.906,2024-04-23 05:03:06.066,T,4.564689,-74.167528,2,3,False,2,EV2,True
E.1.0.0,95230,PB,Z374020,K629,No Disponible,2024-04-23 05:03:13.026,2024-04-23 05:03:13.206,T,4.564689,-74.167528,2,3,False,2,EV2,False
E.1.0.0,95240,PB,Z374020,K629,No Disponible,2024-04-23 05:05:03.236,2024-04-23 05:05:03.466,T,4.568000,-74.169253,2,3,False,2,EV2,True
E.1.0.0,95243,PB,Z374020,K629,No Disponible,2024-04-23 05:05:23.486,2024-04-23 05:05:23.796,T,4.568000,-74.169253,2,3,False,2,EV2,False
E.1.0.0,95252,PB,Z374020,K629,No Disponible,2024-04-23 05:07:19.106,2024-04-23 05:07:19.256,T,4.570439,-74.168664,2,3,False,2,EV2,True
E.1.0.0,95256,PB,Z374020,K629,No Disponible,2024-04-23 05:07:41.476,2024-04-23 05:07:41.896,T,4.570439,-74.168664,2,3,False,2,EV2,False
E.1.0.0,95262,PB,Z374020,K629,No Disponible,2024-04-23 05:08:57.606,2024-04-23 05:08:57.626,T,4.572236,-74.167233,2,3,False,2,EV2,True
E.1.0.0,95267,PB,Z374020,K629,No Disponible,2024-04-23 05:09:30.156,2024-04-23 05:09:30.396,T,4.572236,-74.167233,2,3,False,2,EV2,False
E.1.0.0,95273,PB,Z374020,K629,No Disponible,2024-04-23 05:10:25.696,2024-04-23 05:10:25.936,T,4.573078,-74.164617,2,3,False,2,EV2,True
E.1.0.0,95275,PB,Z374020,K629,No Disponible,2024-04-23 05:10:36.366,2024-04-23 05:10:36.406,T,4.573078,-74.164617,2,3,False,2,EV2,False
E.1.0.0,95282,PB,Z374020,K629,No Disponible,2024-04-23 05:11:52.996,2024-04-23 05:11:53.266,T,4.574069,-74.161739,2,3,False,2,EV2,True
E.1.0.0,95285,PB,Z374020,K629,No Disponible,2024-04-23 05:12:14.066,2024-04-23 05:12:14.686,T,4.574069,-74.161739,2,3,False,2,EV2,False
E.1.0.0,95291,PB,Z374020,K629,No Disponible,2024-04-23 05:13:05.216,2024-04-23 05:13:05.496,T,4.576369,-74.163508,2,3,False,2,EV2,True
E.1.0.0,95294,PB,Z374020,K629,No Disponible,2024-04-23 05:13:45.306,2024-04-23 05:13:45.716,T,4.576369,-74.163508,2,3,False,2,EV2,False
E.1.0.0,95299,PB,Z374020,K629,No Disponible,2024-04-23 05:14:26.786,2024-04-23 05:14:26.996,T,4.577917,-74.165547,2,3,False,2,EV2,True
E.1.0.0,95300,PB,Z374020,K629,No Disponible,2024-04-23 05:14:34.826,2024-04-23 05:14:35.046,T,4.577917,-74.165547,2,3,False,2,EV2,False
E.1.0.0,95314,PB,Z374020,K629,No Disponible,2024-04-23 05:17:04.216,2024-04-23 05:17:04.476,T,4.580722,-74.161089,2,3,False,2,EV2,True
