versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento,codigoComportamientoAnomalo
E.1.0.0,94972,PB,Z374020,No Disponible,No Disponible,2024-04-23 04:10:55.100,2024-04-23 04:10:55.691,T,4.592889,-74.181925,2,3,False,2,EV19,4
E.1.0.0,94982,PB,Z374020,No Disponible,No Disponible,2024-04-23 04:12:37.705,2024-04-23 04:12:37.866,T,4.592889,-74.181925,2,3,False,2,EV19,4
E.1.0.0,94989,PB,Z374020,No Disponible,No Disponible,2024-04-23 04:13:39.861,2024-04-23 04:13:40.186,T,4.592889,-74.181925,2,3,False,2,EV19,4
E.1.0.0,95036,PB,Z374020,No Disponible,No Disponible,2024-04-23 04:24:32.431,2024-04-23 04:24:32.709,T,4.592889,-74.181925,2,3,False,2,EV19,4
E.1.0.0,95041,PB,Z374020,No Disponible,No Disponible,2024-04-23 04:25:38.550,2024-04-23 04:25:38.769,T,4.592889,-74.181925,2,3,False,2,EV19,4
E.1.0.0,95050,PB,Z374020,RET,No Disponible,2024-04-23 04:27:33.380,2024-04-23 04:27:33.657,T,4.592578,-74.180861,2,3,False,2,EV19,4
E.1.0.0,95056,PB,Z374020,RET,No Disponible,2024-04-23 04:28:50.337,2024-04-23 04:28:50.347,T,4.592578,-74.180861,2,3,False,2,EV19,4
E.1.0.0,95067,PB,Z374020,RET,No Disponible,2024-04-23 04:30:14.197,2024-04-23 04:30:14.307,T,4.594464,-74.178492,2,3,False,2,EV19,4
E.1.0.0,95075,PB,Z374020,RET,No Disponible,2024-04-23 04:31:21.977,2024-04-23 04:31:22.167,T,4.594786,-74.175736,2,3,False,2,EV19,4
E.1.0.0,95080,PB,Z374020,RET,No Disponible,2024-04-23 04:32:29.826,2024-04-23 04:32:29.956,T,4.592711,-74.172633,2,3,False,2,EV19,4
E.1.0.0,95086,PB,Z374020,RET,No Disponible,2024-04-23 04:33:58.606,2024-04-23 04:33:59.126,T,4.591217,-74.167450,2,3,False,2,EV19,4
E.1.0.0,95095,PB,Z374020,RET,No Disponible,2024-04-23 04:35:45.006,2024-04-23 04:35:45.526,T,4.588314,-74.163403,2,3,False,2,EV19,4
E.1.0.0,95100,PB,Z374020,RET,No Disponible,2024-04-23 04:36:46.810,2024-04-23 04:36:46.816,T,4.588569,-74.161383,2,3,False,2,EV19,4
E.1.0.0,95108,PB,Z374020,RET,No Disponible,2024-04-23 04:38:37.606,2024-04-23 04:38:37.726,T,4.580719,-74.157600,2,3,False,2,EV19,4
E.1.0.0,95117,PB,Z374020,RET,No Disponible,2024-04-23 04:40:34.396,2024-04-23 04:40:34.456,T,4.574206,-74.154228,2,3,False,2,EV19,4
E.1.0.0,95137,PB,Z374020,RET,No Disponible,2024-04-23 04:45:00.436,2024-04-23 04:45:00.696,T,4.568497,-74.162983,2,3,False,2,EV19,4
E.1.0.0,95144,PB,Z374020,RET,No Disponible,2024-04-23 04:46:45.636,2024-04-23 04:46:45.686,T,4.563442,-74.163783,2,3,False,2,EV19,4
E.1.0.0,95152,PB,Z374020,RET,No Disponible,2024-04-23 04:48:32.546,2024-04-23 04:48:32.796,T,4.563292,-74.163100,2,3,False,2,EV19,4
E.1.0.0,95195,PB,Z374020,K629,No Disponible,2024-04-23 04:58:19.446,2024-04-23 04:58:19.526,T,4.563858,-74.163489,2,3,False,2,EV19,4
E.1.0.0,95207,PB,Z374020,K629,No Disponible,2024-04-23 05:00:14.256,2024-04-23 05:00:14.696,T,4.568253,-74.163358,2,3,False,2,EV19,4
E.1.0.0,95217,PB,Z374020,K629,No Disponible,2024-04-23 05:01:24.576,2024-04-23 05:01:24.606,T,4.567278,-74.165125,2,3,False,2,EV19,4
E.1.0.0,95241,PB,Z374020,K629,No Disponible,2024-04-23 05:05:04.786,2024-04-23 05:05:05.336,T,4.568000,-74.169253,2,3,False,2,EV19,4
E.1.0.0,95254,PB,Z374020,K629,No Disponible,2024-04-23 05:07:28.126,2024-04-23 05:07:28.506,T,4.570439,-74.168664,2,3,False,2,EV19,4
E.1.0.0,95265,PB,Z374020,K629,No Disponible,2024-04-23 05:09:12.326,2024-04-23 05:09:12.556,T,4.572236,-74.167233,2,3,False,2,EV19,4
E.1.0.0,95274,PB,Z374020,K629,No Disponible,2024-04-23 05:10:28.756,2024-04-23 05:10:28.976,T,4.573078,-74.164617,2,3,False,2,EV19,4
E.1.0.0,95301,PB,Z374020,K629,No Disponible,2024-04-23 05:14:39.166,2024-04-23 05:14:39.316,T,4.577917,-74.165547,2,3,False,2,EV19,4
E.1.0.0,95315,PB,Z374020,K629,No Disponible,2024-04-23 05:17:11.446,2024-04-23 05:17:11.456,T,4.580722,-74.161089,2,3,False,2,EV19,4
E.1.0.0,95322,PB,Z374020,K629,No Disponible,2024-04-23 05:18:13.156,2024-04-23 05:18:13.756,T,4.580272,-74.160800,2,3,False,2,EV19,4
E.1.0.0,95329,PB,Z374020,K629,No Disponible,2024-04-23 05:19:19.056,2024-04-23 05:19:19.586,T,4.580178,-74.158706,2,3,False,2,EV19,4
E.1.0.0,95342,PB,Z374020,K629,No Disponible,2024-04-23 05:21:09.396,2024-04-23 05:21:09.526,T,4.578225,-74.156225,2,3,False,2,EV19,4
E.1.0.0,95358,PB,Z374020,K629,No Disponible,2024-04-23 05:23:33.836,2024-04-23 05:23:34.006,T,4.584736,-74.159492,2,3,False,2,EV19,4
