versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento,porcentajeCargaBaterias
E.1.0.0,1030227,PB,Z374025,No Disponible,No Disponible,2024-07-10 00:41:59.816,2024-07-10 00:42:00.176,T,4.592625,-74.182025,2,3,False,2,EV21,100.0
E.1.0.0,1037258,PB,Z374025,No Disponible,No Disponible,2024-07-10 23:26:28.846,2024-07-10 23:26:28.971,T,4.592644,-74.182114,2,3,False,2,EV21,100.0
