versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoAlarma,nivelAlarma,estadoDesgasteFrenos
E.1.0.0,1114276,PB,Z374025,H613,No Disponible,2024-07-25 10:15:00.135,2024-07-25 10:15:01.092,T,4.587881,-74.166778,3,3,False,2,ALA10,NIV5,13.0
E.1.0.0,1112188,PB,Z374025,No Disponible,No Disponible,2024-07-25 04:15:00.136,2024-07-25 04:15:09.865,T,4.592942,-74.182208,3,3,True,2,ALA10,NIV5,13.0
E.1.0.0,1116359,PB,Z374025,A617,No Disponible,2024-07-25 16:15:00.155,2024-07-25 16:15:01.756,T,4.588386,-74.150369,3,3,False,2,ALA10,NIV5,13.0
E.1.0.0,1118412,PB,Z374025,H613,No Disponible,2024-07-25 22:15:00.156,2024-07-25 22:15:00.816,T,4.558769,-74.134481,3,3,False,2,ALA10,NIV5,13.0
E.1.0.0,1114276,PB,Z374025,H613,No Disponible,2024-07-25 10:15:00.135,2024-07-25 10:15:01.092,T,4.587881,-74.166778,3,3,False,2,ALA10,NIV5,13.0
E.1.0.0,1112188,PB,Z374025,No Disponible,No Disponible,2024-07-25 04:15:00.136,2024-07-25 04:15:09.865,T,4.592942,-74.182208,3,3,True,2,ALA10,NIV5,13.0
E.1.0.0,1116359,PB,Z374025,A617,No Disponible,2024-07-25 16:15:00.155,2024-07-25 16:15:01.756,T,4.588386,-74.150369,3,3,False,2,ALA10,NIV5,13.0
E.1.0.0,1118412,PB,Z374025,H613,No Disponible,2024-07-25 22:15:00.156,2024-07-25 22:15:00.816,T,4.558769,-74.134481,3,3,False,2,ALA10,NIV5,13.0
E.1.0.0,1114276,PB,Z374025,H613,No Disponible,2024-07-25 10:15:00.135,2024-07-25 10:15:01.092,T,4.587881,-74.166778,3,3,False,2,ALA10,NIV5,13.0
