versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,71348,PB,Z374020,EM,No Disponible,2024-04-19 01:47:40.126,2024-04-19 01:47:40.376,T,4.593133,-74.181975,2,3,False,2,EV14
E.1.0.0,74272,PB,Z374020,H617,No Disponible,2024-04-19 11:31:12.136,2024-04-19 11:31:12.276,T,4.592367,-74.181194,2,3,False,2,EV14
