versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,27589,PB,Z374104,H601,No Disponible,2024-04-24 17:45:41.782,2024-04-24 17:45:42.232,T,4.592678,-74.181261,2,3,False,2,EV12
E.1.0.0,28003,PB,Z374104,No Disponible,No Disponible,2024-04-24 20:17:04.272,2024-04-24 20:17:05.143,T,4.592331,-74.181658,2,3,False,2,EV12
