versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento,porcentajeCargaBaterias
E.1.0.0,34290,PB,Z374104,No Disponible,No Disponible,2024-04-25 22:35:15.086,2024-04-25 22:35:15.130,T,4.592722,-74.182733,2,3,False,2,EV21,100.0
