versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoAlarma,nivelAlarma,codigoCamara
E.1.0.0,1069903,PB,Z374025,No Disponible,No Disponible,2024-07-16 14:06:36.076,2024-07-16 14:06:38.547,T,4.591319,-74.181400,3,3,False,2,ALA5,N/A,BSO
