versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,16883,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:31:38.856,2024-04-23 02:31:43.103,T,4.592517,-74.181567,2,3,False,2,EV18
E.1.0.0,16910,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:37:33.978,2024-04-23 02:37:34.296,T,4.592517,-74.181567,2,3,False,2,EV18
E.1.0.0,17019,PB,Z374104,No Disponible,No Disponible,2024-04-23 03:04:08.346,2024-04-23 03:04:08.426,T,4.592517,-74.181567,2,3,False,2,EV18
E.1.0.0,17193,PB,Z374104,No Disponible,No Disponible,2024-04-23 03:47:04.226,2024-04-23 03:47:04.426,T,4.592517,-74.181567,2,3,False,2,EV18
E.1.0.0,17214,PB,Z374104,A601,No Disponible,2024-04-23 03:51:59.626,2024-04-23 03:51:59.776,T,4.592517,-74.181567,2,3,False,2,EV18
E.1.0.0,17250,PB,Z374104,A601,No Disponible,2024-04-23 03:58:51.946,2024-04-23 03:58:52.225,T,4.592542,-74.180919,2,3,False,2,EV18
E.1.0.0,17574,PB,Z374104,A601,No Disponible,2024-04-23 04:59:55.376,2024-04-23 04:59:55.486,T,4.651800,-74.060058,2,3,False,2,EV18
E.1.0.0,17607,PB,Z374104,A601,No Disponible,2024-04-23 05:07:17.526,2024-04-23 05:07:17.896,T,4.651800,-74.060058,2,3,False,2,EV18
E.1.0.0,17968,PB,Z374104,H601,No Disponible,2024-04-23 06:20:24.436,2024-04-23 06:20:24.486,T,4.592603,-74.180989,2,3,False,2,EV18
E.1.0.0,18073,PB,Z374104,A601,No Disponible,2024-04-23 06:45:45.206,2024-04-23 06:45:45.566,T,4.592603,-74.180989,2,3,False,2,EV18
E.1.0.0,19130,PB,Z374104,H601,No Disponible,2024-04-23 10:05:12.826,2024-04-23 10:05:12.946,T,4.589664,-74.161381,2,3,False,2,EV18
E.1.0.0,19227,PB,Z374104,H601,No Disponible,2024-04-23 10:24:20.996,2024-04-23 10:24:21.226,T,4.592900,-74.182758,2,3,False,2,EV18
E.1.0.0,19238,PB,Z374104,H601,No Disponible,2024-04-23 10:26:34.576,2024-04-23 10:26:34.586,T,4.592619,-74.180936,2,3,False,2,EV18
E.1.0.0,19246,PB,Z374104,H601,No Disponible,2024-04-23 10:27:46.381,2024-04-23 10:27:46.731,T,4.592619,-74.180936,2,3,False,2,EV18
E.1.0.0,19262,PB,Z374104,A601,No Disponible,2024-04-23 10:30:09.241,2024-04-23 10:30:09.331,T,4.592619,-74.180936,2,3,False,2,EV18
E.1.0.0,19273,PB,Z374104,A601,No Disponible,2024-04-23 10:32:15.181,2024-04-23 10:32:15.711,T,4.592619,-74.180936,2,3,False,2,EV18
E.1.0.0,20412,PB,Z374104,H601,No Disponible,2024-04-23 13:56:12.905,2024-04-23 13:56:12.925,T,4.592647,-74.180958,2,3,False,2,EV18
E.1.0.0,20467,PB,Z374104,A601,No Disponible,2024-04-23 14:09:19.736,2024-04-23 14:09:19.786,T,4.592647,-74.180958,2,3,False,2,EV18
E.1.0.0,21305,PB,Z374104,H601,No Disponible,2024-04-23 16:43:35.545,2024-04-23 16:43:35.985,T,4.592778,-74.091242,2,3,False,2,EV18
E.1.0.0,21619,PB,Z374104,H601,No Disponible,2024-04-23 17:39:53.926,2024-04-23 17:39:54.166,T,4.592517,-74.180114,2,3,False,2,EV18
E.1.0.0,21631,PB,Z374104,H601,No Disponible,2024-04-23 17:42:18.536,2024-04-23 17:42:18.786,T,4.592517,-74.180114,2,3,False,2,EV18
E.1.0.0,21662,PB,Z374104,H601,No Disponible,2024-04-23 17:47:25.555,2024-04-23 17:47:25.576,T,4.592703,-74.181386,2,3,False,2,EV18
E.1.0.0,21683,PB,Z374104,No Disponible,No Disponible,2024-04-23 18:27:36.872,2024-04-23 18:27:41.778,T,4.592647,-74.181358,2,3,False,2,EV18
E.1.0.0,21761,PB,Z374104,No Disponible,No Disponible,2024-04-23 18:45:30.856,2024-04-23 18:45:30.971,T,4.592519,-74.181625,2,3,False,2,EV18
E.1.0.0,22096,PB,Z374104,No Disponible,No Disponible,2024-04-23 20:07:59.135,2024-04-23 20:07:59.445,T,4.592519,-74.181625,2,3,False,2,EV18
E.1.0.0,22251,PB,Z374104,No Disponible,No Disponible,2024-04-23 20:44:14.656,2024-04-23 20:44:14.856,T,4.592519,-74.181625,2,3,False,2,EV18
