versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,1105397,PB,Z374025,H613,No Disponible,2024-07-24 05:00:53.976,2024-07-24 05:00:54.246,T,4.557722,-74.084575,2,3,False,2,EV18
E.1.0.0,1108232,PB,Z374025,H613,No Disponible,2024-07-24 13:11:05.694,2024-07-24 13:11:06.054,T,4.588889,-74.161136,2,3,False,2,EV18
E.1.0.0,1108320,PB,Z374025,H613,No Disponible,2024-07-24 13:25:05.166,2024-07-24 13:25:05.266,T,4.591639,-74.170683,2,3,False,2,EV18
E.1.0.0,1108467,PB,Z374025,A601,No Disponible,2024-07-24 13:55:22.731,2024-07-24 13:55:23.321,T,4.592569,-74.181033,2,3,False,2,EV18
E.1.0.0,1107170,PB,Z374025,L613,No Disponible,2024-07-24 10:04:45.759,2024-07-24 10:04:45.946,T,4.592614,-74.181028,2,3,False,2,EV18
E.1.0.0,1107716,PB,Z374025,H613,No Disponible,2024-07-24 11:43:47.135,2024-07-24 11:43:47.176,T,4.557664,-74.084628,2,3,False,2,EV18
E.1.0.0,1107179,PB,Z374025,L613,No Disponible,2024-07-24 10:06:16.597,2024-07-24 10:06:17.036,T,4.592614,-74.181028,2,3,False,2,EV18
E.1.0.0,1108379,PB,Z374025,H613,No Disponible,2024-07-24 13:34:48.016,2024-07-24 13:34:48.406,T,4.592569,-74.181033,2,3,False,2,EV18
E.1.0.0,1111323,PB,Z374025,No Disponible,No Disponible,2024-07-24 22:46:41.936,2024-07-24 22:46:42.416,T,4.593094,-74.181944,2,3,False,2,EV18
E.1.0.0,1108254,PB,Z374025,H613,No Disponible,2024-07-24 13:15:01.556,2024-07-24 13:15:01.796,T,4.589294,-74.162100,2,3,False,2,EV18
E.1.0.0,1109098,PB,Z374025,A601,No Disponible,2024-07-24 15:53:13.126,2024-07-24 15:53:13.306,T,4.651736,-74.059994,2,3,False,2,EV18
E.1.0.0,1107196,PB,Z374025,L613,No Disponible,2024-07-24 10:09:18.766,2024-07-24 10:09:19.037,T,4.592614,-74.181028,2,3,False,2,EV18
E.1.0.0,1105929,PB,Z374025,L613,No Disponible,2024-07-24 06:31:30.886,2024-07-24 06:31:31.146,T,4.592594,-74.180953,2,3,False,2,EV18
E.1.0.0,1111124,PB,Z374025,No Disponible,No Disponible,2024-07-24 22:01:49.560,2024-07-24 22:01:50.062,T,4.592617,-74.180758,2,3,False,2,EV18
E.1.0.0,1111087,PB,Z374025,No Disponible,No Disponible,2024-07-24 21:54:44.706,2024-07-24 21:55:29.077,T,4.592528,-74.181350,2,3,True,2,EV18
E.1.0.0,1108538,PB,Z374025,A601,No Disponible,2024-07-24 14:09:34.646,2024-07-24 14:09:35.086,T,4.592569,-74.181033,2,3,False,2,EV18
E.1.0.0,1109116,PB,Z374025,A601,No Disponible,2024-07-24 15:57:17.156,2024-07-24 15:57:17.296,T,4.651736,-74.059994,2,3,False,2,EV18
E.1.0.0,1107548,PB,Z374025,L613,No Disponible,2024-07-24 11:15:26.496,2024-07-24 11:15:26.686,T,4.554919,-74.112586,2,3,False,2,EV18
E.1.0.0,1109484,PB,Z374025,H601,No Disponible,2024-07-24 17:00:37.286,2024-07-24 17:00:37.366,T,4.600919,-74.077628,2,3,False,2,EV18
E.1.0.0,1107538,PB,Z374025,L613,No Disponible,2024-07-24 11:13:23.786,2024-07-24 11:13:24.196,T,4.553264,-74.114903,2,3,False,2,EV18
E.1.0.0,1111158,PB,Z374025,No Disponible,No Disponible,2024-07-24 22:07:24.697,2024-07-24 22:07:24.768,T,4.593094,-74.181944,2,3,False,2,EV18
E.1.0.0,1108500,PB,Z374025,A601,No Disponible,2024-07-24 14:01:58.956,2024-07-24 14:02:13.243,T,4.592569,-74.181033,2,3,True,2,EV18
E.1.0.0,1108531,PB,Z374025,A601,No Disponible,2024-07-24 14:08:33.846,2024-07-24 14:08:33.926,T,4.592569,-74.181033,2,3,False,2,EV18
E.1.0.0,1108165,PB,Z374025,H613,No Disponible,2024-07-24 13:00:12.116,2024-07-24 13:00:12.756,T,4.574267,-74.153625,2,3,False,2,EV18
E.1.0.0,1107226,PB,Z374025,L613,No Disponible,2024-07-24 10:15:01.111,2024-07-24 10:15:01.621,T,4.592614,-74.181028,2,3,False,2,EV18
E.1.0.0,1109532,PB,Z374025,H601,No Disponible,2024-07-24 17:09:56.756,2024-07-24 17:09:56.946,T,4.591083,-74.083911,2,3,False,2,EV18
E.1.0.0,1111170,PB,Z374025,No Disponible,No Disponible,2024-07-24 22:09:58.877,2024-07-24 22:09:59.387,T,4.593094,-74.181944,2,3,False,2,EV18
E.1.0.0,1108808,PB,Z374025,A601,No Disponible,2024-07-24 14:57:38.126,2024-07-24 14:57:38.336,T,4.590036,-74.124875,2,3,False,2,EV18
E.1.0.0,1105006,PB,Z374025,No Disponible,No Disponible,2024-07-24 02:21:26.766,2024-07-24 02:21:29.908,T,4.592775,-74.182281,2,3,False,2,EV18
E.1.0.0,1110170,PB,Z374025,H601,No Disponible,2024-07-24 19:02:49.446,2024-07-24 19:02:49.506,T,4.592517,-74.181303,2,3,False,2,EV18
E.1.0.0,1108553,PB,Z374025,A601,No Disponible,2024-07-24 14:11:55.976,2024-07-24 14:11:56.176,T,4.592569,-74.181033,2,3,False,2,EV18
E.1.0.0,1109649,PB,Z374025,H601,No Disponible,2024-07-24 17:29:39.518,2024-07-24 17:29:39.666,T,4.593325,-74.104911,2,3,False,2,EV18
E.1.0.0,1109138,PB,Z374025,A601,No Disponible,2024-07-24 16:01:55.796,2024-07-24 16:01:56.106,T,4.651736,-74.059994,2,3,False,2,EV18
E.1.0.0,1110197,PB,Z374025,H601,No Disponible,2024-07-24 19:07:21.649,2024-07-24 19:07:21.799,T,4.592517,-74.181303,2,3,False,2,EV18
E.1.0.0,1109661,PB,Z374025,H601,No Disponible,2024-07-24 17:31:08.015,2024-07-24 17:31:08.084,T,4.591931,-74.106350,2,3,False,2,EV18
E.1.0.0,1107188,PB,Z374025,L613,No Disponible,2024-07-24 10:07:41.219,2024-07-24 10:07:41.816,T,4.592614,-74.181028,2,3,False,2,EV18
E.1.0.0,1105061,PB,Z374025,No Disponible,No Disponible,2024-07-24 03:57:28.087,2024-07-24 03:57:33.336,T,4.592767,-74.182250,2,3,False,2,EV18
E.1.0.0,1107129,PB,Z374025,H613,No Disponible,2024-07-24 09:56:00.723,2024-07-24 09:56:01.313,T,4.592614,-74.181028,2,3,False,2,EV18
E.1.0.0,1110185,PB,Z374025,H601,No Disponible,2024-07-24 19:05:41.206,2024-07-24 19:05:41.816,T,4.592517,-74.181303,2,3,False,2,EV18
E.1.0.0,1108546,PB,Z374025,A601,No Disponible,2024-07-24 14:10:44.757,2024-07-24 14:10:44.785,T,4.592569,-74.181033,2,3,False,2,EV18
E.1.0.0,1105072,PB,Z374025,L613,No Disponible,2024-07-24 03:58:42.276,2024-07-24 03:58:42.776,T,4.592767,-74.182250,2,3,False,2,EV18
E.1.0.0,1108492,PB,Z374025,A601,No Disponible,2024-07-24 14:00:30.466,2024-07-24 14:00:30.826,T,4.592569,-74.181033,2,3,False,2,EV18
E.1.0.0,1110724,PB,Z374025,H617,No Disponible,2024-07-24 20:42:03.910,2024-07-24 20:42:04.000,T,4.605417,-74.071822,2,3,False,2,EV18
E.1.0.0,1108240,PB,Z374025,H613,No Disponible,2024-07-24 13:12:32.566,2024-07-24 13:12:32.636,T,4.589328,-74.161208,2,3,False,2,EV18
E.1.0.0,1107147,PB,Z374025,L613,No Disponible,2024-07-24 09:59:53.861,2024-07-24 09:59:54.096,T,4.592614,-74.181028,2,3,False,2,EV18
E.1.0.0,1107217,PB,Z374025,L613,No Disponible,2024-07-24 10:13:51.060,2024-07-24 10:14:24.423,T,4.592614,-74.181028,2,3,True,2,EV18
E.1.0.0,1110071,PB,Z374025,H601,No Disponible,2024-07-24 18:38:34.736,2024-07-24 18:38:34.776,T,4.592517,-74.181303,2,3,False,2,EV18
E.1.0.0,1107501,PB,Z374025,L613,No Disponible,2024-07-24 11:06:23.306,2024-07-24 11:06:23.686,T,4.557208,-74.122975,2,3,False,2,EV18
E.1.0.0,1108066,PB,Z374025,H613,No Disponible,2024-07-24 12:45:52.726,2024-07-24 12:45:52.846,T,4.560275,-74.138567,2,3,False,2,EV18
E.1.0.0,1105397,PB,Z374025,H613,No Disponible,2024-07-24 05:00:53.976,2024-07-24 05:00:54.246,T,4.557722,-74.084575,2,3,False,2,EV18
