versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,velocidadVehiculo,aceleracionVehiculo
E.1.0.0,64012,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:23:20.027,2024-04-18 02:23:20.187,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64013,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:23:40.017,2024-04-18 02:23:40.177,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64014,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:24:00.017,2024-04-18 02:24:00.037,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64016,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:24:20.006,2024-04-18 02:24:20.417,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64017,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:24:40.017,2024-04-18 02:24:40.207,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64018,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:25:00.026,2024-04-18 02:25:00.147,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64020,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:25:20.036,2024-04-18 02:25:20.117,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64021,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:25:40.016,2024-04-18 02:25:40.206,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64022,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:26:00.016,2024-04-18 02:26:00.246,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64024,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:26:20.359,2024-04-18 02:26:21.046,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64025,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:26:40.179,2024-04-18 02:26:40.716,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64026,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:27:00.036,2024-04-18 02:27:00.326,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64028,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:27:20.267,2024-04-18 02:27:20.776,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64029,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:27:40.016,2024-04-18 02:27:40.816,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64030,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:28:00.109,2024-04-18 02:28:00.336,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64032,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:28:20.124,2024-04-18 02:28:21.326,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64033,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:28:40.016,2024-04-18 02:28:40.276,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64034,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:29:00.106,2024-04-18 02:29:00.206,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64036,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:29:20.152,2024-04-18 02:29:20.366,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64037,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:29:40.354,2024-04-18 02:29:40.456,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64038,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:30:00.223,2024-04-18 02:30:00.326,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64040,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:30:20.027,2024-04-18 02:30:20.157,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64041,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:30:40.615,2024-04-18 02:30:41.227,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
E.1.0.0,64042,PB,Z374020,No Disponible,No Disponible,2024-04-18 02:31:00.037,2024-04-18 02:31:00.267,T,4.592736,-74.182072,1,3,False,2,0.0,0.0
