versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,49770,PB,Z374020,No Disponible,No Disponible,2024-04-16 02:29:29.218,2024-04-16 02:29:32.177,T,4.592544,-74.181847,2,3,False,2,EV13
E.1.0.0,55487,PB,Z374020,No Disponible,No Disponible,2024-04-16 19:58:41.114,2024-04-16 19:58:45.033,T,4.592653,-74.180975,2,3,False,2,EV13
