versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento,porcentajeCargaBaterias
E.1.0.0,217479,PB,Z374001,EM,No Disponible,2024-02-15 20:39:32.860,2024-02-15 20:39:33.140,T,4.592547,-74.182036,2,3,False,2,EV20,49.0
