versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoAlarma,nivelAlarma,estadoInfoEntretenimiento
E.1.0.0,576830,PB,Z374012,EM,No Disponible,2024-07-23 20:14:19.765,2024-07-23 20:14:20.236,T,4.592697,-74.182239,3,3,False,2,ALA9,N/A,False
