versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,576509,PB,Z374012,No Disponible,No Disponible,2024-07-23 19:03:01.844,2024-07-23 19:03:06.312,T,4.592619,-74.182489,2,3,False,2,EV18
E.1.0.0,575620,PB,Z374012,No Disponible,No Disponible,2024-07-23 05:57:09.996,2024-07-23 05:57:10.036,T,4.592839,-74.181158,2,3,False,2,EV18
E.1.0.0,575785,PB,Z374012,No Disponible,No Disponible,2024-07-23 14:00:07.676,2024-07-23 14:00:07.736,T,4.592961,-74.182564,2,3,False,2,EV18
E.1.0.0,576361,PB,Z374012,No Disponible,No Disponible,2024-07-23 17:26:14.751,2024-07-23 17:26:15.081,T,4.592886,-74.182542,2,3,False,2,EV18
E.1.0.0,576287,PB,Z374012,No Disponible,No Disponible,2024-07-23 17:12:30.034,2024-07-23 17:12:30.254,T,4.592886,-74.182542,2,3,False,2,EV18
E.1.0.0,577115,PB,Z374012,No Disponible,No Disponible,2024-07-23 23:16:24.866,2024-07-23 23:16:25.026,T,4.592669,-74.181692,2,3,False,2,EV18
E.1.0.0,576184,PB,Z374012,No Disponible,No Disponible,2024-07-23 16:50:45.916,2024-07-23 16:50:45.976,T,4.592886,-74.182542,2,3,False,2,EV18
E.1.0.0,577050,PB,Z374012,No Disponible,No Disponible,2024-07-23 21:07:05.708,2024-07-23 21:07:05.798,T,4.592436,-74.181192,2,3,False,2,EV18
E.1.0.0,577090,PB,Z374012,No Disponible,No Disponible,2024-07-23 23:12:06.277,2024-07-23 23:12:10.098,T,4.593075,-74.181883,2,3,False,2,EV18
E.1.0.0,576773,PB,Z374012,No Disponible,No Disponible,2024-07-23 20:05:34.249,2024-07-23 20:05:34.389,T,4.592497,-74.182225,2,3,False,2,EV18
E.1.0.0,575738,PB,Z374012,No Disponible,No Disponible,2024-07-23 06:25:00.248,2024-07-23 06:25:00.302,T,4.592633,-74.182314,2,3,False,2,EV18
E.1.0.0,576257,PB,Z374012,No Disponible,No Disponible,2024-07-23 17:06:48.653,2024-07-23 17:06:48.823,T,4.592886,-74.182542,2,3,False,2,EV18
E.1.0.0,576670,PB,Z374012,No Disponible,No Disponible,2024-07-23 19:41:56.968,2024-07-23 19:41:57.479,T,4.592619,-74.182489,2,3,False,2,EV18
E.1.0.0,576688,PB,Z374012,No Disponible,No Disponible,2024-07-23 19:45:45.161,2024-07-23 19:45:45.299,T,4.592619,-74.182489,2,3,False,2,EV18
E.1.0.0,577068,PB,Z374012,No Disponible,No Disponible,2024-07-23 21:09:35.944,2024-07-23 21:09:36.115,T,4.592869,-74.181403,2,3,False,2,EV18
E.1.0.0,575827,PB,Z374012,No Disponible,No Disponible,2024-07-23 15:28:08.922,2024-07-23 15:28:09.212,T,4.592886,-74.182542,2,3,False,2,EV18
