versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoAlarma,nivelAlarma,estadoCinturonSeguridad
E.1.0.0,1154814,PB,Z374025,H613,No Disponible,2024-08-02 06:31:14.537,2024-08-02 06:31:15.274,T,4.592833,-74.181239,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154813,PB,Z374025,H613,No Disponible,2024-08-02 06:31:13.537,2024-08-02 06:31:14.527,T,4.592825,-74.181219,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154812,PB,Z374025,H613,No Disponible,2024-08-02 06:31:12.527,2024-08-02 06:31:13.417,T,4.592819,-74.181200,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154811,PB,Z374025,H613,No Disponible,2024-08-02 06:31:07.307,2024-08-02 06:31:08.088,T,4.592794,-74.181136,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154810,PB,Z374025,H613,No Disponible,2024-08-02 06:31:06.287,2024-08-02 06:31:06.657,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154809,PB,Z374025,H613,No Disponible,2024-08-02 06:31:05.277,2024-08-02 06:31:05.674,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154808,PB,Z374025,H613,No Disponible,2024-08-02 06:31:04.267,2024-08-02 06:31:04.927,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154807,PB,Z374025,H613,No Disponible,2024-08-02 06:31:03.247,2024-08-02 06:31:03.970,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154806,PB,Z374025,H613,No Disponible,2024-08-02 06:31:02.227,2024-08-02 06:31:03.037,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154802,PB,Z374025,H613,No Disponible,2024-08-02 06:30:27.727,2024-08-02 06:30:28.568,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154801,PB,Z374025,H613,No Disponible,2024-08-02 06:30:26.717,2024-08-02 06:30:27.067,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154800,PB,Z374025,H613,No Disponible,2024-08-02 06:30:25.707,2024-08-02 06:30:26.257,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154799,PB,Z374025,H613,No Disponible,2024-08-02 06:30:24.687,2024-08-02 06:30:25.048,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154798,PB,Z374025,H613,No Disponible,2024-08-02 06:30:23.667,2024-08-02 06:30:24.347,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
E.1.0.0,1154797,PB,Z374025,H613,No Disponible,2024-08-02 06:30:22.657,2024-08-02 06:30:23.588,T,4.592553,-74.180628,3,3,False,2,ALA8,N/A,False
