versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,velocidadVehiculo,aceleracionVehiculo,latitud,longitud
E.1.0.0,16888,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:32:20.026,2024-04-23 02:32:20.257,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16889,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:32:40.094,2024-04-23 02:32:40.687,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16890,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:33:00.027,2024-04-23 02:33:00.277,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16892,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:33:20.017,2024-04-23 02:33:20.267,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16893,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:33:40.017,2024-04-23 02:33:40.627,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16894,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:34:00.017,2024-04-23 02:34:00.627,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16896,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:34:20.036,2024-04-23 02:34:20.058,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16897,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:34:40.016,2024-04-23 02:34:40.277,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16898,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:35:00.349,2024-04-23 02:35:00.876,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16900,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:35:20.016,2024-04-23 02:35:20.057,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16901,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:35:40.026,2024-04-23 02:35:40.176,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16902,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:36:00.016,2024-04-23 02:36:00.046,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16904,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:36:20.088,2024-04-23 02:36:20.286,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16905,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:36:40.016,2024-04-23 02:36:40.356,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16907,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:37:00.260,2024-04-23 02:37:00.526,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16909,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:37:20.319,2024-04-23 02:37:20.466,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16912,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:37:40.152,2024-04-23 02:37:40.828,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16913,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:38:00.016,2024-04-23 02:38:00.646,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16915,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:38:20.026,2024-04-23 02:38:20.066,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16916,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:38:40.026,2024-04-23 02:38:40.086,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
E.1.0.0,16917,PB,Z374104,No Disponible,No Disponible,2024-04-23 02:39:00.016,2024-04-23 02:39:03.666,T,1,3,False,2,0.0,0.0,4.592517,-74.181567
