versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento,porcentajeCargaBaterias
E.1.0.0,597074,PB,Z374012,No Disponible,No Disponible,2024-07-26 22:01:58.300,2024-07-26 22:01:58.350,T,4.592922,-74.181689,2,3,False,2,EV20,30.0
