versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento,porcentajeCargaBaterias
E.1.0.0,49746,PB,Z374020,EM,No Disponible,2024-04-15 22:20:19.926,2024-04-15 22:20:19.946,T,4.592586,-74.181844,2,3,False,2,EV21,100.0
