versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoAlarma,nivelAlarma,estadoCinturonSeguridad
E.1.0.0,50962,PB,Z374020,H617,No Disponible,2024-04-16 06:33:58.453,2024-04-16 06:33:58.973,T,4.592572,-74.181161,3,3,False,2,ALA8,N/A,False
E.1.0.0,50963,PB,Z374020,H617,No Disponible,2024-04-16 06:33:59.453,2024-04-16 06:33:59.802,T,4.592572,-74.181161,3,3,False,2,ALA8,N/A,False
E.1.0.0,51110,PB,Z374020,H617,No Disponible,2024-04-16 07:07:12.498,2024-04-16 07:07:12.968,T,4.592572,-74.181161,3,3,False,2,ALA8,N/A,False
E.1.0.0,51111,PB,Z374020,H617,No Disponible,2024-04-16 07:07:13.498,2024-04-16 07:07:13.913,T,4.592572,-74.181161,3,3,False,2,ALA8,N/A,False
E.1.0.0,51112,PB,Z374020,H617,No Disponible,2024-04-16 07:07:14.498,2024-04-16 07:07:15.139,T,4.592814,-74.181142,3,3,False,2,ALA8,N/A,False
E.1.0.0,51113,PB,Z374020,H617,No Disponible,2024-04-16 07:07:15.518,2024-04-16 07:07:15.953,T,4.592814,-74.181142,3,3,False,2,ALA8,N/A,False
E.1.0.0,51114,PB,Z374020,H617,No Disponible,2024-04-16 07:07:16.528,2024-04-16 07:07:17.629,T,4.592825,-74.181183,3,3,False,2,ALA8,N/A,False
E.1.0.0,51115,PB,Z374020,H617,No Disponible,2024-04-16 07:07:17.538,2024-04-16 07:07:18.398,T,4.592825,-74.181208,3,3,False,2,ALA8,N/A,False
E.1.0.0,51116,PB,Z374020,H617,No Disponible,2024-04-16 07:07:18.558,2024-04-16 07:07:19.338,T,4.592811,-74.181253,3,3,False,2,ALA8,N/A,False
E.1.0.0,51117,PB,Z374020,H617,No Disponible,2024-04-16 07:07:19.568,2024-04-16 07:07:20.358,T,4.592811,-74.181253,3,3,False,2,ALA8,N/A,False
E.1.0.0,51119,PB,Z374020,H617,No Disponible,2024-04-16 07:07:20.568,2024-04-16 07:07:21.463,T,4.592803,-74.181281,3,3,False,2,ALA8,N/A,False
E.1.0.0,51120,PB,Z374020,H617,No Disponible,2024-04-16 07:07:21.578,2024-04-16 07:07:22.172,T,4.592783,-74.181347,3,3,False,2,ALA8,N/A,False
E.1.0.0,51121,PB,Z374020,H617,No Disponible,2024-04-16 07:07:22.578,2024-04-16 07:07:23.108,T,4.592783,-74.181347,3,3,False,2,ALA8,N/A,False
E.1.0.0,51122,PB,Z374020,H617,No Disponible,2024-04-16 07:07:23.578,2024-04-16 07:07:24.128,T,4.592769,-74.181375,3,3,False,2,ALA8,N/A,False
E.1.0.0,51123,PB,Z374020,H617,No Disponible,2024-04-16 07:07:24.578,2024-04-16 07:07:24.965,T,4.592753,-74.181394,3,3,False,2,ALA8,N/A,False
E.1.0.0,51124,PB,Z374020,H617,No Disponible,2024-04-16 07:07:25.588,2024-04-16 07:07:26.063,T,4.592733,-74.181403,3,3,False,2,ALA8,N/A,False
E.1.0.0,51125,PB,Z374020,H617,No Disponible,2024-04-16 07:07:26.598,2024-04-16 07:07:27.028,T,4.592733,-74.181403,3,3,False,2,ALA8,N/A,False
E.1.0.0,51126,PB,Z374020,H617,No Disponible,2024-04-16 07:07:27.618,2024-04-16 07:07:28.438,T,4.592692,-74.181439,3,3,False,2,ALA8,N/A,False
E.1.0.0,51127,PB,Z374020,H617,No Disponible,2024-04-16 07:07:28.618,2024-04-16 07:07:29.183,T,4.592667,-74.181436,3,3,False,2,ALA8,N/A,False
E.1.0.0,51128,PB,Z374020,H617,No Disponible,2024-04-16 07:07:29.618,2024-04-16 07:07:30.478,T,4.592617,-74.181408,3,3,False,2,ALA8,N/A,False
E.1.0.0,51129,PB,Z374020,H617,No Disponible,2024-04-16 07:07:30.638,2024-04-16 07:07:31.245,T,4.592617,-74.181408,3,3,False,2,ALA8,N/A,False
E.1.0.0,51130,PB,Z374020,H617,No Disponible,2024-04-16 07:07:31.658,2024-04-16 07:07:32.208,T,4.592567,-74.181361,3,3,False,2,ALA8,N/A,False
E.1.0.0,51131,PB,Z374020,H617,No Disponible,2024-04-16 07:07:32.658,2024-04-16 07:07:34.076,T,4.592544,-74.181336,3,3,False,2,ALA8,N/A,False
E.1.0.0,51132,PB,Z374020,H617,No Disponible,2024-04-16 07:07:33.668,2024-04-16 07:07:35.093,T,4.592531,-74.181311,3,3,False,2,ALA8,N/A,False
E.1.0.0,51133,PB,Z374020,H617,No Disponible,2024-04-16 07:07:34.688,2024-04-16 07:07:35.767,T,4.592519,-74.181283,3,3,False,2,ALA8,N/A,False
E.1.0.0,51134,PB,Z374020,H617,No Disponible,2024-04-16 07:07:35.698,2024-04-16 07:07:36.450,T,4.592519,-74.181283,3,3,False,2,ALA8,N/A,False
E.1.0.0,51135,PB,Z374020,H617,No Disponible,2024-04-16 07:07:36.698,2024-04-16 07:07:37.122,T,4.592519,-74.181261,3,3,False,2,ALA8,N/A,False
E.1.0.0,51136,PB,Z374020,H617,No Disponible,2024-04-16 07:07:37.698,2024-04-16 07:07:38.339,T,4.592531,-74.181222,3,3,False,2,ALA8,N/A,False
E.1.0.0,51137,PB,Z374020,H617,No Disponible,2024-04-16 07:07:38.698,2024-04-16 07:07:39.173,T,4.592531,-74.181222,3,3,False,2,ALA8,N/A,False
