versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,635688,PB,Z374012,H617,No Disponible,2024-08-02 12:12:43.840,2024-08-02 12:12:43.860,T,4.592603,-74.182511,2,3,False,2,EV8
E.1.0.0,635638,PB,Z374012,H617,No Disponible,2024-08-02 12:10:55.780,2024-08-02 12:10:56.240,T,4.593033,-74.181761,2,3,False,2,EV8
E.1.0.0,635488,PB,Z374012,H617,No Disponible,2024-08-02 11:40:36.986,2024-08-02 11:40:37.196,T,4.589472,-74.167328,2,3,False,2,EV8
E.1.0.0,635307,PB,Z374012,H617,No Disponible,2024-08-02 11:08:10.996,2024-08-02 11:09:02.576,T,4.593783,-74.134311,2,3,True,2,EV8
E.1.0.0,634913,PB,Z374012,RET,No Disponible,2024-08-02 09:51:21.256,2024-08-02 09:51:22.226,T,4.609031,-74.074481,2,3,False,2,EV8
E.1.0.0,634898,PB,Z374012,A617,No Disponible,2024-08-02 09:48:44.216,2024-08-02 09:48:44.426,T,4.609031,-74.074481,2,3,False,2,EV8
E.1.0.0,634711,PB,Z374012,A617,No Disponible,2024-08-02 09:10:34.386,2024-08-02 09:10:34.756,T,4.582289,-74.090269,2,3,False,2,EV8
E.1.0.0,634224,PB,Z374012,A617,No Disponible,2024-08-02 07:44:09.841,2024-08-02 07:44:10.323,T,4.592653,-74.181122,2,3,False,2,EV8
E.1.0.0,634213,PB,Z374012,A617,No Disponible,2024-08-02 07:42:14.793,2024-08-02 07:42:15.173,T,4.592653,-74.181122,2,3,False,2,EV8
E.1.0.0,634204,PB,Z374012,A617,No Disponible,2024-08-02 07:40:59.134,2024-08-02 07:40:59.319,T,4.592653,-74.181122,2,3,False,2,EV8
E.1.0.0,634179,PB,Z374012,A617,No Disponible,2024-08-02 07:35:18.131,2024-08-02 07:35:18.931,T,4.592653,-74.181122,2,3,False,2,EV8
E.1.0.0,634174,PB,Z374012,H617,No Disponible,2024-08-02 07:34:22.821,2024-08-02 07:34:22.911,T,4.592653,-74.181122,2,3,False,2,EV8
E.1.0.0,634146,PB,Z374012,H617,No Disponible,2024-08-02 07:28:01.037,2024-08-02 07:28:01.238,T,4.592653,-74.181122,2,3,False,2,EV8
E.1.0.0,634137,PB,Z374012,H617,No Disponible,2024-08-02 07:27:06.677,2024-08-02 07:27:07.627,T,4.592653,-74.181122,2,3,False,2,EV8
