versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoEvento
E.1.0.0,353589,PB,Z374104,No Disponible,No Disponible,2024-04-15 02:31:27.282,2024-04-15 02:31:30.266,T,4.593097,-74.182442,2,3,False,2,EV13
E.1.0.0,356652,PB,Z374104,No Disponible,No Disponible,2024-04-15 12:15:52.016,2024-04-15 12:15:52.441,T,4.589244,-74.146883,2,3,False,2,EV13
